0805 Resistor Book,https://www.adafruit.com/product/441
DIP Switch SR,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC165N/376966
5.6V Zener Diode,https://www.digikey.com/en/products/detail/taiwan-semiconductor-corporation/BZS55C5V6-RAG/7371926
SMD LED Red,https://www.digikey.com/en/products/detail/w%C3%BCrth-elektronik/150120SS75000/4489942
SMD LED Green,https://www.digikey.com/en/products/detail/w%C3%BCrth-elektronik/150120GS75000/4489936
Battery Connector,https://www.digikey.com/en/products/detail/jst-sales-america-inc/SM02B-GHS-TB/807786
